sku_id,recommended_model_key,recommended_model,fold_count,backtest_rows,actual_total,forecast_total,absolute_error,bias,recommended_horizon_wmape_percent,recommended_mean_rolling_3m_wmape_percent,median_rolling_3m_wmape_percent,valid_rolling_3m_windows,actual_positive_months,forecast_positive_months_gt_0,forecast_positive_months_gt_1,wmape_valid,recommended_selection_score,recommended_selection_metric,recommended_bias_percent,recommended_wmape_band,recommendation_quality
43250M79G6027N,sba_croston,SBA Croston,9,162,149.0,115.32862296306806,126.05342591903964,-33.67137703693195,84.59961471076485,82.08995945824005,69.03935185185185,138,93,162,0,True,82.08995945824005,mean_rolling_3m_wmape_percent,-22.59823962210198,70_to_100,under_100
17760M67P00000,seasonal_sba_croston,Seasonal SBA Croston,9,162,132.0,177.05015275870468,97.57001050193853,45.050152758704655,73.9166746226807,83.06157266730968,65.62594733677403,157,108,162,60,True,83.06157266730968,mean_rolling_3m_wmape_percent,34.12890360507928,70_to_100,under_100
7781163J200PG,seasonal_sba_croston,Seasonal SBA Croston,9,162,202.0,225.43849995226788,156.77286620271906,23.438499952267886,77.61032980332627,83.15418172254284,74.02506227343508,157,106,162,156,True,83.15418172254284,mean_rolling_3m_wmape_percent,11.603217798152418,70_to_100,under_100
3552686R20000,tsb,TSB,9,162,191.0,153.7683133689211,149.13476742226447,-37.23168663107889,78.08103006401281,83.39930989957396,72.87566634600374,151,107,162,54,True,83.39930989957396,mean_rolling_3m_wmape_percent,-19.493029649779523,70_to_100,under_100
95310M75T00000,hurdle_random_forest,Hurdle Random Forest,3,18,95.0,27.342403929452942,92.05712324634605,-67.65759607054706,96.90223499615374,83.6007564978447,96.29497857670275,17,10,18,18,True,83.6007564978447,mean_rolling_3m_wmape_percent,-71.21852217952322,70_to_100,under_100
83821M74L01000,seasonal_sba_croston,Seasonal SBA Croston,9,162,171.0,159.42004959730303,120.2231978605491,-11.57995040269699,70.30596366113983,83.73607819809092,69.84721740330816,159,113,162,81,True,83.73607819809092,mean_rolling_3m_wmape_percent,-6.771900820290638,70_to_100,under_100
71736M74T00000,hurdle_random_forest,Hurdle Random Forest,6,51,77.0,83.8331814164881,58.727998719651175,6.833181416488105,76.2701282073392,84.08118261845023,64.78899369118933,49,42,51,51,True,84.08118261845023,mean_rolling_3m_wmape_percent,8.874261579854682,70_to_100,under_100
84901M62S51BHE,sba_croston,SBA Croston,9,162,207.0,113.48424316254439,168.6724199625051,-93.5157568374556,81.48426085145175,84.51018587999775,77.06995884773663,144,109,162,0,True,84.51018587999775,mean_rolling_3m_wmape_percent,-45.176694124374684,70_to_100,under_100
57300M74T00000,hurdle_random_forest,Hurdle Random Forest,7,69,99.0,112.10979265411666,87.41036493808264,13.10979265411666,88.29329791725519,84.91020468744225,83.96229345359384,65,42,69,64,True,84.91020468744225,mean_rolling_3m_wmape_percent,13.24221480213804,70_to_100,under_100
8458065J02000,sba_croston,SBA Croston,9,162,161.0,80.62952915501856,126.92320755769296,-80.37047084498144,78.83429040850496,85.8731383020737,76.97457253720313,154,110,162,0,True,85.8731383020737,mean_rolling_3m_wmape_percent,-49.91954710868412,70_to_100,under_100
6800153R00000,sba_croston,SBA Croston,9,162,219.0,89.80136839922787,178.93655727054153,-129.19863160077213,81.70619053449384,86.00316439660799,82.4091252662681,159,116,162,0,True,86.00316439660799,mean_rolling_3m_wmape_percent,-58.99480895012426,70_to_100,under_100
17878M74L00000,sba_croston,SBA Croston,9,162,129.0,105.99212404051576,125.4631322356988,-23.007875959484238,97.25824204317736,86.0367604528325,73.25102880658436,113,78,162,0,True,86.0367604528325,mean_rolling_3m_wmape_percent,-17.835562759290106,70_to_100,under_100
3570186R00000,tsb,TSB,9,162,217.0,213.56005640395406,154.11391903361874,-3.439943596045957,71.02023918599943,86.06824636484093,73.30313826893521,160,122,162,162,True,86.06824636484093,mean_rolling_3m_wmape_percent,-1.5852274636156485,70_to_100,under_100
35321M60M10000,sba_croston,SBA Croston,9,162,208.0,64.83243341730574,177.10441622871102,-143.1675665826943,85.14635395611107,86.36347573897731,82.02889426674149,156,120,162,0,True,86.36347573897731,mean_rolling_3m_wmape_percent,-68.83056085706457,70_to_100,under_100
3845071L10000,sba_croston_tuned,SBA Croston Tuned,9,162,217.0,271.241235372823,177.58410402155323,54.241235372823006,81.83599263666046,86.45002157679993,67.16670864211822,151,120,162,126,True,86.45002157679993,mean_rolling_3m_wmape_percent,24.995961001300923,70_to_100,under_100
71761M55T105PK,tsb,TSB,9,160,335.0,152.71877555932275,275.002457016482,-182.28122444067725,82.0902856765618,86.63433546413296,79.51583508727569,150,119,126,72,True,86.63433546413296,mean_rolling_3m_wmape_percent,-54.41230580318724,70_to_100,under_100
72311M68P01000,sba_croston,SBA Croston,9,162,226.0,87.41632603452655,187.24158475953254,-138.58367396547345,82.850258743156,86.93652284767506,83.74623400049893,161,116,162,0,True,86.93652284767506,mean_rolling_3m_wmape_percent,-61.32020971923604,70_to_100,under_100
36410M67K10000,sba_croston,SBA Croston,9,162,241.0,111.07899193300503,207.67279637561052,-129.92100806699497,86.17128480315789,87.09162214232212,83.08184727937812,147,105,162,0,True,87.09162214232212,mean_rolling_3m_wmape_percent,-53.90913197800621,70_to_100,under_100
4321068LA0ZA8,sba_croston,SBA Croston,9,162,201.0,106.43093375311682,165.1790204194192,-94.56906624688318,82.17861712408916,87.24794616940827,81.15248497202184,158,108,162,0,True,87.24794616940827,mean_rolling_3m_wmape_percent,-47.04928668999163,70_to_100,under_100
89969M52R00000,sba_croston,SBA Croston,9,162,232.0,105.22030119400964,188.03767556936072,-126.77969880599034,81.05072222817273,87.28891081638217,77.77777777777777,158,115,162,0,True,87.28891081638217,mean_rolling_3m_wmape_percent,-54.64642189913376,70_to_100,under_100
8181086R00000,sba_croston,SBA Croston,9,162,455.0,102.36155873594694,408.9610411180523,-352.63844126405303,89.88154749847304,87.7961394139729,89.15588869292574,154,122,162,18,True,87.7961394139729,mean_rolling_3m_wmape_percent,-77.5029541239677,70_to_100,under_100
11610M67P10000,sba_croston,SBA Croston,9,162,192.0,65.69884407749807,177.6850723962815,-126.30115592250193,92.54430853972995,87.9144297652408,87.06160241874528,136,100,162,0,True,87.9144297652408,mean_rolling_3m_wmape_percent,-65.78185204296976,70_to_100,under_100
8381180J00000,sba_croston_tuned,SBA Croston Tuned,9,162,78.0,133.01886257432363,106.64927062970918,55.01886257432365,136.7298341406528,87.96814443056068,72.32506932620566,98,63,162,36,True,87.96814443056068,mean_rolling_3m_wmape_percent,70.53700330041494,70_to_100,under_100
38452M65L00000,sba_croston,SBA Croston,9,162,226.0,77.9484702205938,187.98375349543343,-148.0515297794062,83.17865198912985,88.10125077922854,82.6573038765552,160,119,162,0,True,88.10125077922854,mean_rolling_3m_wmape_percent,-65.50952645106469,70_to_100,under_100
81810M55T01000,recent_mean_6,Recent Mean 6m,9,144,219.0,60.0,187.0,-159.0,85.38812785388127,88.1105911563658,100.0,142,99,72,0,True,88.1105911563658,mean_rolling_3m_wmape_percent,-72.6027397260274,70_to_100,under_100
3627479P01000,sba_croston_tuned,SBA Croston Tuned,9,162,150.0,170.07333591099243,117.91920178326657,20.073335910992427,78.61280118884439,88.34958026367312,70.78799836624391,147,103,162,90,True,88.34958026367312,mean_rolling_3m_wmape_percent,13.382223940661618,70_to_100,under_100
38340M51K42000,tsb,TSB,9,162,333.0,113.91211949873735,282.9758501851309,-219.08788050126265,84.9777327883276,88.44392676998376,85.22121993012647,156,114,162,18,True,88.44392676998376,mean_rolling_3m_wmape_percent,-65.79215630668548,70_to_100,under_100
72432M74T00000,tsb,TSB,9,122,205.0,43.717428000000005,177.16454,-161.282572,86.42172682926828,88.50820647916666,100.0,120,88,54,0,True,88.50820647916666,mean_rolling_3m_wmape_percent,-78.67442536585365,70_to_100,under_100
65700M72P00000,sba_croston,SBA Croston,9,162,160.0,76.89108228659572,138.39249887586362,-83.10891771340428,86.49531179741476,88.88556188873326,78.70659421127684,160,104,162,0,True,88.88556188873326,mean_rolling_3m_wmape_percent,-51.94307357087767,70_to_100,under_100
77221M55T00799,tsb,TSB,9,150,234.0,64.34757808045494,202.99290344629773,-169.65242191954508,86.74910403687936,88.94438238605537,97.06249226236667,138,96,90,0,True,88.94438238605537,mean_rolling_3m_wmape_percent,-72.5010350083526,70_to_100,under_100
74461M76M00000,sba_croston,SBA Croston,9,162,283.0,75.12716321066387,253.0048809972807,-207.87283678933613,89.40101802024053,89.04835869924027,87.58938883410036,152,113,162,0,True,89.04835869924027,mean_rolling_3m_wmape_percent,-73.4532992188467,70_to_100,under_100
77540M74T005PK,tsb,TSB,9,122,181.0,41.725338,156.07162599999998,-139.27466199999998,86.227417679558,89.18660934484903,100.0,112,79,54,0,True,89.18660934484903,mean_rolling_3m_wmape_percent,-76.94732707182318,70_to_100,under_100
17931M71P00000,sba_croston,SBA Croston,9,162,172.0,75.03871401208269,149.88785141860245,-96.96128598791732,87.14409966197817,89.25852198203832,80.19037818368922,147,105,162,0,True,89.25852198203832,mean_rolling_3m_wmape_percent,-56.37284069064961,70_to_100,under_100
71712M60MA05PK,sba_croston,SBA Croston,9,162,183.0,70.56598992688816,155.67987956507523,-112.43401007311182,85.07097243993182,90.00303745982949,84.57328527474525,160,112,162,0,True,90.00303745982949,mean_rolling_3m_wmape_percent,-61.43934976672777,70_to_100,under_100
57410M67P00000,sba_croston,SBA Croston,9,162,141.0,56.671111003229704,121.18937363627902,-84.3288889967703,85.94991038033973,90.09712840696778,84.79122288646097,157,106,162,0,True,90.09712840696778,mean_rolling_3m_wmape_percent,-59.8077226927449,70_to_100,under_100
33690M60M00000,sba_croston,SBA Croston,9,162,166.0,99.5311328115582,137.60604365488007,-66.46886718844178,82.89520702101208,90.16440295897739,80.07246376811595,154,103,162,0,True,90.16440295897739,mean_rolling_3m_wmape_percent,-40.04148625809746,70_to_100,under_100
7173277M10000,sba_croston,SBA Croston,9,162,160.0,75.79819813946682,133.30261431151882,-84.20180186053318,83.31413394469926,90.30296723277637,78.80690737833594,154,109,162,0,True,90.30296723277637,mean_rolling_3m_wmape_percent,-52.62612616283324,70_to_100,under_100
88921M68P01000,sba_croston,SBA Croston,9,162,468.0,179.93046521488156,404.3156235777508,-288.06953478511844,86.39222726020317,90.38944575056462,79.3621327557979,146,112,162,126,True,90.38944575056462,mean_rolling_3m_wmape_percent,-61.55331939852958,70_to_100,under_100
17700M60M00000,sba_croston,SBA Croston,9,162,136.0,86.3168479766988,126.3747416300887,-49.68315202330121,92.92260413977111,90.61974753113562,78.57666015625,138,85,162,0,True,90.61974753113562,mean_rolling_3m_wmape_percent,-36.53172942889795,70_to_100,under_100
71831M76T00000,tsb,TSB,9,122,100.0,40.687938,85.790708,-59.312062,85.790708,90.67587096455753,100.0,83,59,54,0,True,90.67587096455753,mean_rolling_3m_wmape_percent,-59.312062,70_to_100,under_100
